time,with feedback,without feedback
78.45,-16,63
78.5,-3,61
78.55,4,57
78.6,17,50
78.65,27,39
78.7,35,25
78.75,41,12
78.8,46,1
78.85,48,-11
78.9,47,-26
78.95,43,-33
79,39,-42
79.05,31,-47
79.1,20,-47
79.15,8,-47
79.2,-1,-41
79.25,-10,-34
79.3,-20,-24
79.35,-27,-9
79.4,-35,1
79.45,-39,13
79.5,-42,26
79.55,-44,39
79.6,-42,50
79.65,-36,57
79.7,-32,61
79.75,-24,62
79.8,-15,61
79.85,-2,57
79.9,5,49
79.95,15,40
80,27,29
80.05,34,14
80.1,42,2
80.15,44,-9
80.2,47,-20
80.25,45,-33
80.3,42,-40
80.35,35,-44
80.4,27,-49
80.45,18,-46
80.5,5,-41
80.55,-2,-34
80.6,-12,-24
80.65,-23,-14
80.7,-30,0
80.75,-37,13
80.8,-42,25
80.85,-41,36
80.9,-40,45
80.95,-36,55
81,-30,59
81.05,-22,62
81.1,-13,61
81.15,-3,58
81.2,4,51
81.25,14,42
81.3,23,31
81.35,30,19
81.4,37,5
81.45,43,-7
81.5,46,-17
81.55,46,-30
81.6,44,-37
81.65,40,-44
81.7,33,-46
81.75,25,-46
81.8,14,-42
81.85,5,-36
81.9,-2,-27
81.95,-13,-15
82,-22,-1
82.05,-30,8
82.1,-36,20
82.15,-40,33
82.2,-41,43
82.25,-38,52
82.3,-36,58
82.35,-28,62
82.4,-21,60
82.45,-12,58
82.5,-1,51
82.55,8,44
82.6,17,32
82.65,26,20
82.7,33,7
82.75,39,-2
82.8,44,-15
82.85,45,-27
82.9,44,-36
82.95,41,-42
83,36,-45
83.05,27,-45
83.1,17,-42
83.15,9,-37
83.2,-1,-27
83.25,-12,-18
83.3,-20,-5
83.35,-28,4
83.4,-34,16
83.45,-38,30
83.5,-38,41
83.55,-37,50
83.6,-35,54
83.65,-30,58
83.7,-20,58
83.75,-12,57
83.8,-1,51
83.85,5,45
83.9,17,33
83.95,25,23
84,32,11
84.05,38,0
84.1,43,-11
84.15,43,-24
84.2,44,-33
84.25,40,-38
84.3,36,-42
84.35,27,-44
84.4,19,-42
84.45,10,-36
84.5,1,-29
84.55,-9,-20
84.6,-19,-9
84.65,-26,1
84.7,-32,15
84.75,-36,26
84.8,-39,37
84.85,-37,46
84.9,-33,52
84.95,-27,56
85,-21,58
85.05,-12,57
85.1,-2,53
85.15,5,45
85.2,15,36
85.25,25,25
85.3,32,14
85.35,39,1
85.4,42,-8
85.45,44,-21
85.5,44,-29
85.55,41,-36
85.6,34,-41
85.65,28,-43
85.7,20,-42
85.75,10,-38
85.8,2,-30
85.85,-7,-22
85.9,-17,-12
85.95,-24,0
86,-31,11
86.05,-34,23
86.1,-36,33
86.15,-35,43
86.2,-32,50
86.25,-28,56
86.3,-21,58
86.35,-13,56
86.4,-2,51
86.45,4,46
86.5,14,39
86.55,23,28
86.6,31,18
86.65,36,4
86.7,42,-5
86.75,43,-16
86.8,43,-26
86.85,41,-33
86.9,35,-39
86.95,30,-40
87,20,-41
87.05,11,-39
87.1,3,-33
87.15,-6,-24
87.2,-16,-14
87.25,-23,-3
87.3,-29,9
87.35,-32,20
87.4,-35,30
87.45,-35,39
87.5,-32,47
87.55,-27,54
87.6,-21,57
87.65,-13,57
87.7,-3,54
87.75,3,48
87.8,14,39
87.85,22,30
87.9,30,20
87.95,35,9
88,39,-2
88.05,43,-14
88.1,41,-23
88.15,39,-30
88.2,35,-37
88.25,28,-39
88.3,20,-40
88.35,12,-39
88.4,2,-33
88.45,-6,-25
88.5,-15,-15
88.55,-23,-3
88.6,-28,6
88.65,-33,17
88.7,-35,27
88.75,-33,39
88.8,-32,46
88.85,-26,51
88.9,-21,56
88.95,-13,55
89,-4,53
89.05,3,48
89.1,11,41
89.15,20,33
89.2,27,23
89.25,33,10
89.3,38,0
89.35,41,-10
89.4,42,-20
89.45,41,-29
89.5,38,-35
89.55,32,-38
89.6,26,-39
89.65,20,-39
89.7,12,-32
89.75,4,-26
89.8,-2,-17
89.85,-12,-7
89.9,-17,2
89.95,-24,14
90,-29,27
90.05,-30,35
90.1,-34,43
90.15,-32,49
90.2,-28,53
90.25,-23,54
90.3,-16,54
90.35,-6,49
90.4,1,41
90.45,8,34
90.5,16,23
90.55,27,13
90.6,33,3
90.65,37,-9
90.7,42,-18
90.75,41,-27
90.8,39,-32
90.85,37,-38
90.9,30,-39
90.95,25,-37
91,17,-34
91.05,6,-28
91.1,-1,-19
91.15,-8,-7
91.2,-15,1
91.25,-24,11
91.3,-29,23
91.35,-31,34
91.4,-32,42
91.45,-30,49
91.5,-27,52
91.55,-22,54
91.6,-14,52
91.65,-8,49
91.7,0,44
91.75,10,34
91.8,17,25
91.85,24,14
91.9,31,4
91.95,37,-7
92,40,-18
92.05,41,-26
92.1,39,-31
92.15,36,-35
92.2,30,-37
92.25,25,-37
92.3,17,-33
92.35,8,-27
92.4,0,-18
92.45,-8,-9
92.5,-16,1
92.55,-21,11
92.6,-26,22
92.65,-29,31
92.7,-31,39
92.75,-30,47
92.8,-27,50
92.85,-21,52
92.9,-15,52
92.95,-6,47
93,0,42
93.05,8,34
93.1,17,26
93.15,25,15
93.2,30,4
93.25,36,-5
93.3,40,-16
93.35,39,-24
93.4,40,-30
93.45,35,-35
93.5,31,-36
93.55,25,-36
93.6,17,-34
93.65,8,-26
93.7,0,-18
93.75,-6,-10
93.8,-15,1
93.85,-20,11
93.9,-25,20
93.95,-27,30
94,-29,38
94.05,-28,45
94.1,-25,49
94.15,-19,51
94.2,-12,50
94.25,-6,48
94.3,0,43
94.35,8,35
94.4,18,24
94.45,25,16
94.5,31,6
94.55,36,-3
94.6,37,-13
94.65,40,-21
94.7,39,-29
94.75,36,-33
94.8,31,-35
94.85,25,-34
94.9,17,-32
94.95,9,-27
95,2,-20
95.05,-4,-10
95.1,-13,-1
95.15,-20,7
95.2,-24,18
95.25,-27,28
95.3,-28,36
95.35,-27,43
95.4,-25,47
95.45,-19,50
95.5,-13,50
95.55,-7,48
95.6,0,43
95.65,8,36
95.7,16,29
95.75,23,19
95.8,29,8
95.85,34,0
95.9,36,-10
95.95,39,-19
96,37,-27
96.05,37,-31
96.1,32,-33
96.15,25,-34
96.2,19,-32
96.25,11,-28
96.3,3,-21
96.35,-2,-14
96.4,-11,-2
96.45,-17,6
96.5,-22,15
96.55,-25,25
96.6,-27,34
96.65,-26,41
96.7,-24,46
96.75,-19,49
96.8,-16,49
96.85,-8,48
96.9,0,42
96.95,6,37
97,15,29
97.05,22,20
97.1,29,11
97.15,33,1
97.2,36,-8
97.25,38,-17
97.3,38,-26
97.35,35,-30
97.4,31,-33
97.45,27,-35
97.5,20,-32
97.55,12,-27
97.6,4,-21
97.65,-3,-15
97.7,-10,-5
97.75,-15,4
97.8,-21,13
97.85,-24,22
97.9,-26,30
97.95,-25,38
98,-23,44
98.05,-20,48
98.1,-14,48
98.15,-6,47
98.2,0,44
98.25,6,38
98.3,14,32
98.35,21,20
98.4,28,11
98.45,33,2
98.5,36,-6
98.55,38,-15
98.6,38,-22
98.65,36,-28
98.7,31,-32
98.75,27,-32
98.8,20,-32
98.85,13,-28
98.9,5,-23
98.95,-2,-16
99,-8,-4
99.05,-13,2
99.1,-19,11
99.15,-22,20
99.2,-24,31
99.25,-25,37
99.3,-21,42
99.35,-19,47
99.4,-12,49
99.45,-7,46
99.5,0,43
99.55,6,39
99.6,14,31
99.65,20,23
99.7,28,13
99.75,32,3
99.8,35,-2
99.85,38,-13
99.9,36,-20
99.95,35,-27
100,31,-30
100.05,27,-32
100.1,19,-32
100.15,14,-28
100.2,4,-22
100.25,0,-16
100.3,-6,-8
100.35,-14,1
100.4,-18,9
100.45,-21,18
100.5,-23,28
100.55,-23,36
100.6,-22,40
100.65,-17,46
100.7,-14,48
100.75,-5,47
100.8,0,43
100.85,6,39
100.9,14,33
100.95,20,24
101,27,14
101.05,32,5
101.1,34,-1
101.15,36,-10
101.2,37,-19
101.25,35,-24
101.3,32,-28
101.35,28,-30
101.4,20,-30
101.45,15,-28
101.5,7,-23
101.55,1,-17
101.6,-4,-9
101.65,-11,0
101.7,-16,7
101.75,-21,17
101.8,-23,25
101.85,-21,33
101.9,-21,40
101.95,-20,43
102,-12,47
102.05,-6,45
102.1,0,43
102.15,5,39
102.2,11,33
102.25,19,24
102.3,25,17
102.35,31,8
102.4,34,0
102.45,35,-9
102.5,36,-18
102.55,35,-23
102.6,31,-28
102.65,27,-29
102.7,22,-30
102.75,16,-28
102.8,11,-25
102.85,2,-18
102.9,-2,-9
102.95,-8,-1
103,-13,6
103.05,-18,14
103.1,-20,24
103.15,-22,31
103.2,-21,37
103.25,-17,42
103.3,-13,44
103.35,-8,45
103.4,-1,44
103.45,4,39
103.5,10,34
103.55,17,27
103.6,24,17
103.65,29,8
103.7,32,0
103.75,35,-9
103.8,36,-16
103.85,34,-22
103.9,33,-26
103.95,30,-30
104,24,-30
104.05,18,-28
104.1,12,-24
104.15,4,-18
104.2,0,-11
104.25,-7,-1
104.3,-13,5
104.35,-16,13
104.4,-18,23
104.45,-20,30
104.5,-20,36
104.55,-16,41
104.6,-15,44
104.65,-10,44
104.7,-3,42
104.75,1,39
104.8,9,33
104.85,15,26
104.9,22,18
104.95,26,10
105,31,2
105.05,33,-7
105.1,36,-14
105.15,35,-19
105.2,33,-25
105.25,31,-27
105.3,25,-28
105.35,19,-27
105.4,13,-21
105.45,7,-17
105.5,2,-10
105.55,-2,-2
105.6,-9,3
105.65,-14,12
105.7,-18,22
105.75,-19,29
105.8,-17,35
105.85,-17,41
105.9,-14,43
105.95,-9,44
106,-4,42
106.05,1,39
106.1,7,34
106.15,14,26
106.2,21,19
106.25,25,11
106.3,32,3
106.35,34,-5
106.4,35,-12
106.45,36,-19
106.5,34,-24
106.55,30,-26
106.6,27,-27
106.65,21,-27
106.7,15,-24
106.75,8,-18
106.8,2,-12
106.85,-1,-3
106.9,-7,4
106.95,-12,13
107,-16,19
107.05,-17,26
107.1,-17,32
107.15,-17,39
107.2,-13,42
107.25,-10,43
107.3,-3,43
107.35,0,39
107.4,7,35
107.45,13,28
107.5,19,21
107.55,23,13
107.6,30,5
107.65,33,-1
107.7,35,-9
107.75,36,-16
107.8,33,-21
107.85,31,-25
107.9,27,-26
107.95,24,-26
108,18,-24
108.05,12,-20
108.1,4,-14
108.15,0,-4
108.2,-5,1
108.25,-10,8
108.3,-14,16
108.35,-17,23
108.4,-17,31
108.45,-16,37
108.5,-13,41
108.55,-10,42
108.6,-5,42
108.65,0,39
108.7,5,37
108.75,12,29
108.8,18,23
108.85,22,15
108.9,29,6
108.95,32,1
109,34,-7
109.05,35,-14
109.1,34,-20
109.15,32,-24
109.2,29,-26
109.25,25,-26
109.3,20,-24
109.35,13,-20
109.4,6,-15
109.45,2,-7
109.5,-3,0
109.55,-8,6
109.6,-13,14
109.65,-15,22
109.7,-15,27
109.75,-15,35
109.8,-13,39
109.85,-10,41
109.9,-5,41
109.95,0,40
110,4,36
110.05,10,31
110.1,16,25
110.15,22,17
110.2,27,10
110.25,31,2
110.3,33,-5
110.35,33,-12
110.4,34,-18
110.45,32,-22
110.5,30,-25
110.55,25,-25
110.6,21,-24
110.65,15,-21
110.7,8,-16
110.75,2,-10
110.8,0,-1
110.85,-7,4
110.9,-11,12
110.95,-12,19
111,-14,25
111.05,-14,32
111.1,-12,36
111.15,-11,40
111.2,-5,41
111.25,-1,40
111.3,2,36
111.35,8,33
111.4,16,26
111.45,20,18
111.5,25,12
111.55,29,3
111.6,33,-1
111.65,34,-9
111.7,34,-16
111.75,33,-21
111.8,31,-24
111.85,28,-24
111.9,22,-24
111.95,16,-22
112,10,-18
112.05,5,-11
112.1,0,-3
112.15,-3,2
112.2,-8,10
112.25,-11,17
112.3,-13,25
112.35,-12,31
112.4,-13,35
112.45,-10,38
112.5,-6,40
112.55,-1,39
112.6,2,37
112.65,8,32
112.7,13,27
112.75,19,21
112.8,23,12
112.85,30,4
112.9,32,0
112.95,34,-9
113,34,-14
113.05,33,-19
113.1,31,-22
113.15,28,-25
113.2,23,-24
113.25,17,-21
113.3,13,-16
113.35,7,-12
113.4,2,-4
113.45,-2,1
113.5,-6,7
113.55,-9,16
113.6,-12,24
113.65,-12,29
113.7,-12,35
113.75,-8,36
113.8,-6,38
113.85,-1,37
113.9,1,36
113.95,7,33
114,12,26
114.05,19,21
114.1,24,13
114.15,27,6
114.2,31,1
114.25,32,-8
114.3,33,-13
114.35,32,-18
114.4,31,-21
114.45,27,-22
114.5,22,-24
114.55,18,-20
114.6,12,-17
114.65,7,-12
114.7,1,-6
114.75,-2,0
114.8,-5,8
114.85,-10,16
114.9,-10,22
114.95,-11,28
115,-10,32
115.05,-7,37
115.1,-5,38
115.15,0,38
115.2,3,36
115.25,9,33
115.3,14,28
115.35,20,22
115.4,26,16
115.45,28,8
115.5,33,0
115.55,34,-3
115.6,32,-12
115.65,32,-17
115.7,30,-19
115.75,27,-22
115.8,23,-22
115.85,16,-21
115.9,12,-18
115.95,7,-13
116,3,-6
116.05,-1,1
116.1,-5,5
116.15,-8,13
116.2,-10,21
116.25,-10,27
116.3,-9,31
116.35,-6,34
116.4,-2,36
116.45,1,37
116.5,5,35
116.55,9,33
116.6,15,28
116.65,20,23
116.7,25,17
116.75,30,10
116.8,31,1
116.85,33,-4
116.9,32,-10
116.95,31,-14
117,30,-19
117.05,26,-22
117.1,22,-21
117.15,17,-19
117.2,12,-17
117.25,7,-13
117.3,3,-8
117.35,-1,-1
117.4,-5,3
117.45,-7,10
117.5,-8,18
117.55,-8,25
117.6,-7,29
117.65,-5,34
117.7,-1,35
117.75,1,36
117.8,6,35
117.85,11,34
117.9,15,28
117.95,21,24
118,26,19
118.05,28,11
118.1,31,3
118.15,33,-1
118.2,33,-8
118.25,32,-14
118.3,29,-16
118.35,27,-20
118.4,22,-21
118.45,16,-20
118.5,12,-18
118.55,8,-15
118.6,3,-9
118.65,0,-1
118.7,-3,2
118.75,-5,11
118.8,-7,16
118.85,-7,22
118.9,-6,27
118.95,-4,32
119,0,35
119.05,2,36
119.1,6,36
119.15,10,33
119.2,16,30
119.25,21,25
119.3,25,18
119.35,29,12
119.4,32,5
119.45,32,0
119.5,33,-4
119.55,32,-10
119.6,30,-15
119.65,27,-18
119.7,24,-20
119.75,18,-19
119.8,13,-18
119.85,7,-14
119.9,3,-11
119.95,1,-3
120,-2,2
120.05,-6,8
120.1,-8,15
120.15,-6,20
120.2,-3,25
120.25,-2,30
120.3,0,35
120.35,1,36
120.4,6,36
120.45,12,34
120.5,17,31
120.55,21,26
120.6,26,21
120.65,29,15
120.7,30,7
120.75,33,1
120.8,33,-4
120.85,32,-9
120.9,29,-15
120.95,26,-17
121,22,-19
121.05,18,-19
121.1,14,-17
121.15,9,-15
121.2,3,-11
121.25,1,-6
121.3,-1,0
121.35,-3,4
121.4,-4,12
121.45,-5,18
121.5,-4,25
121.55,-2,29
121.6,0,31
121.65,2,34
121.7,7,35
121.75,11,32
121.8,16,32
121.85,20,26
121.9,24,22
121.95,29,16
122,31,10
122.05,33,3
122.1,33,0
122.15,32,-7
122.2,29,-11
122.25,27,-14
122.3,24,-18
122.35,20,-19
122.4,15,-18
122.45,10,-16
122.5,5,-13
122.55,2,-10
122.6,0,-4
122.65,-1,0
122.7,-3,4
122.75,-3,11
122.8,-3,17
122.85,-1,24
122.9,1,28
122.95,3,32
123,6,34
123.05,12,33
123.1,15,32
123.15,20,30
123.2,24,26
123.25,27,22
123.3,30,16
123.35,33,9
123.4,32,3
123.45,32,-1
123.5,31,-8
123.55,28,-12
123.6,25,-16
123.65,22,-18
123.7,18,-18
123.75,14,-17
123.8,9,-14
123.85,6,-12
123.9,2,-5
123.95,0,0
124,-1,5
124.05,-3,11
124.1,-3,17
124.15,-2,24
124.2,-1,28
124.25,2,31
124.3,4,34
124.35,8,33
124.4,12,32
124.45,16,29
124.5,22,26
124.55,25,21
124.6,29,15
124.65,31,10
124.7,32,2
124.75,32,-1
124.8,33,-7
124.85,30,-11
124.9,28,-15
124.95,25,-17
125,20,-16
125.05,17,-17
125.1,12,-14
125.15,7,-9
125.2,5,-5
125.25,1,0
125.3,0,3
125.35,-1,11
125.4,-2,16
125.45,-1,22
125.5,0,26
125.55,1,29
125.6,4,33
125.65,7,33
125.7,12,31
125.75,17,31
125.8,20,27
125.85,24,22
125.9,28,17
125.95,30,11
126,31,4
126.05,33,0
126.1,31,-3
126.15,31,-11
126.2,29,-14
126.25,25,-15
126.3,23,-16
126.35,17,-16
126.4,15,-14
126.45,8,-11
126.5,5,-5
126.55,2,0
126.6,0,3
126.65,-1,8
126.7,0,15
126.75,0,19
126.8,0,24
126.85,1,28
126.9,4,31
126.95,7,32
127,12,33
127.05,17,29
127.1,21,28
127.15,24,22
127.2,28,18
127.25,29,12
127.3,32,7
127.35,33,1
127.4,32,-3
127.45,31,-8
127.5,28,-12
127.55,27,-15
127.6,22,-15
127.65,18,-15
127.7,13,-15
127.75,10,-12
127.8,6,-8
127.85,3,-2
127.9,1,2
127.95,0,7
128,0,13
128.05,0,18
128.1,1,23
128.15,3,26
128.2,4,30
128.25,9,32
128.3,12,32
128.35,16,31
128.4,20,28
128.45,24,22
128.5,27,19
128.55,29,15
128.6,31,7
128.65,32,2
128.7,32,-2
128.75,31,-6
128.8,29,-10
128.85,25,-13
128.9,23,-15
128.95,19,-15
129,14,-14
129.05,10,-11
129.1,7,-7
129.15,4,-2
129.2,2,2
129.25,1,7
129.3,1,11
129.35,1,18
129.4,2,22
129.45,2,26
129.5,6,30
129.55,10,31
129.6,13,30
129.65,17,30
129.7,20,26
129.75,26,23
129.8,27,19
129.85,30,14
129.9,32,6
129.95,32,4
130,32,-1
130.05,32,-6
130.1,29,-10
130.15,27,-13
130.2,25,-14
130.25,20,-15
130.3,16,-13
130.35,13,-10
130.4,8,-7
130.45,6,-3
130.5,4,2
130.55,1,6
130.6,2,13
130.65,2,17
130.7,2,22
130.75,3,25
130.8,6,29
130.85,9,29
130.9,12,30
130.95,16,29
131,20,27
131.05,24,25
131.1,27,22
131.15,30,17
131.2,32,10
131.25,32,6
131.3,32,1
131.35,32,-1
131.4,30,-7
131.45,28,-10
131.5,24,-12
131.55,21,-14
131.6,17,-14
131.65,14,-12
131.7,9,-9
131.75,8,-5
131.8,4,-1
131.85,3,3
131.9,2,7
131.95,2,13
132,2,18
132.05,4,22
132.1,7,25
132.15,8,29
132.2,13,30
132.25,18,29
132.3,19,28
132.35,24,25
132.4,28,23
132.45,29,16
132.5,31,13
132.55,33,8
132.6,32,3
132.65,33,0
132.7,31,-6
132.75,29,-8
132.8,26,-12
132.85,23,-13
132.9,19,-13
132.95,16,-13
133,13,-10
133.05,10,-7
133.1,9,-1
133.15,6,2
133.2,3,6
133.25,3,12
133.3,2,17
133.35,3,20
133.4,5,25
133.45,7,28
133.5,9,28
133.55,12,28
133.6,15,27
133.65,19,24
133.7,22,21
133.75,25,17
133.8,28,13
133.85,30,7
133.9,31,3
133.95,32,-1
134,32,-4
134.05,32,-8
134.1,30,-12
134.15,28,-13
134.2,24,-12
134.25,21,-10
134.3,17,-10
134.35,13,-6
134.4,10,-1
134.45,8,1
134.5,5,6
134.55,5,11
134.6,4,16
134.65,4,22
134.7,6,24
134.75,6,28
134.8,10,28
134.85,12,29
134.9,16,27
134.95,19,25
135,22,22
135.05,26,17
135.1,28,13
135.15,30,7
135.2,31,2
135.25,33,0
135.3,34,-4
135.35,33,-8
135.4,31,-10
135.45,29,-12
135.5,25,-12
135.55,23,-11
135.6,19,-9
135.65,15,-5
135.7,12,0
135.75,10,2
135.8,8,6
135.85,6,12
135.9,6,15
135.95,6,20
136,6,23
136.05,7,26
136.1,9,27
136.15,12,29
136.2,15,27
136.25,17,24
136.3,23,23
136.35,25,18
136.4,29,13
136.45,31,8
136.5,32,4
136.55,32,1
136.6,33,-3
136.65,32,-7
136.7,30,-9
136.75,28,-12
136.8,26,-11
136.85,23,-12
136.9,19,-8
136.95,16,-6
137,13,-2
137.05,10,1
137.1,9,4
137.15,7,11
137.2,6,14
137.25,7,19
137.3,7,22
137.35,8,25
137.4,11,27
137.45,14,28
137.5,16,25
137.55,20,26
137.6,23,21
137.65,25,19
137.7,28,15
137.75,31,8
137.8,32,3
137.85,33,0
137.9,34,-3
137.95,34,-5
138,31,-8
138.05,30,-11
138.1,26,-11
138.15,22,-12
138.2,20,-9
138.25,18,-6
138.3,14,-3
138.35,13,0
138.4,10,4
138.45,7,8
138.5,8,13
138.55,8,17
138.6,8,22
138.65,10,25
138.7,13,25
138.75,15,26
138.8,17,27
138.85,22,25
138.9,23,24
138.95,26,20
139,28,18
139.05,31,14
139.1,33,10
139.15,31,6
139.2,33,1
139.25,32,-1
139.3,32,-5
139.35,28,-8
139.4,27,-9
139.45,24,-10
139.5,21,-11
139.55,18,-7
139.6,14,-6
139.65,12,-2
139.7,10,0
139.75,9,4
139.8,9,8
139.85,8,12
139.9,9,17
139.95,10,20
140,14,23
140.05,14,25
140.1,19,27
140.15,21,25
140.2,24,23
140.25,27,21
140.3,29,18
140.35,32,14
140.4,32,11
140.45,33,6
140.5,34,2
140.55,32,0
140.6,31,-4
140.65,29,-6
140.7,27,-10
140.75,24,-10
140.8,22,-10
140.85,18,-10
140.9,17,-6
140.95,14,-4
141,12,0
141.05,9,3
141.1,10,6
141.15,10,11
141.2,11,15
141.25,11,19
141.3,14,21
141.35,15,25
141.4,17,25
141.45,21,26
141.5,22,24
141.55,25,22
141.6,29,20
141.65,31,15
141.7,32,12
141.75,33,8
141.8,33,2
141.85,33,0
141.9,33,-2
141.95,33,-6
142,31,-7
142.05,28,-9
142.1,25,-10
142.15,22,-8
142.2,19,-6
142.25,16,-3
142.3,14,-1
142.35,13,2
142.4,12,7
142.45,11,9
142.5,11,14
142.55,13,17
142.6,12,22
142.65,15,23
142.7,16,25
142.75,19,26
142.8,22,25
142.85,24,22
142.9,28,20
142.95,30,15
143,31,12
143.05,33,8
143.1,35,4
143.15,34,2
143.2,33,-1
143.25,32,-3
143.3,30,-6
143.35,28,-8
143.4,26,-9
143.45,22,-7
143.5,20,-8
143.55,18,-3
143.6,15,-1
143.65,14,1
143.7,12,5
143.75,11,11
143.8,12,13
143.85,12,17
143.9,14,19
143.95,15,22
144,18,24
144.05,20,24
144.1,22,24
144.15,25,23
144.2,27,20
144.25,30,17
144.3,31,13
144.35,34,10
144.4,34,5
144.45,35,2
144.5,35,0
144.55,34,-4
144.6,30,-6
144.65,29,-8
144.7,26,-9
144.75,24,-7
144.8,21,-8
144.85,20,-5
144.9,16,-1
144.95,15,0
145,15,4
145.05,14,7
145.1,12,12
145.15,13,14
145.2,15,19
145.25,16,22
145.3,17,23
145.35,20,24
145.4,22,24
145.45,27,22
145.5,28,20
145.55,30,18
145.6,31,15
145.65,34,11
145.7,34,8
145.75,35,3
145.8,34,1
145.85,33,-2
145.9,32,-4
145.95,29,-5
146,26,-9
146.05,25,-8
146.1,22,-6
146.15,20,-5
146.2,18,-2
146.25,16,0
146.3,15,3
146.35,14,7
146.4,14,9
146.45,13,13
146.5,14,17
146.55,17,20
146.6,18,21
146.65,20,24
146.7,23,24
146.75,26,22
146.8,29,21
146.85,31,17
146.9,33,16
146.95,34,13
147,34,8
147.05,34,3
147.1,34,1
147.15,33,-2
147.2,32,-4
147.25,31,-4
147.3,29,-7
147.35,26,-8
147.4,24,-7
147.45,22,-5
147.5,19,-2
147.55,17,0
147.6,16,3
147.65,15,6
147.7,15,10
147.75,16,15
147.8,16,17
147.85,19,19
147.9,18,21
147.95,22,23
148,24,23
148.05,26,22
148.1,28,21
148.15,31,19
148.2,32,16
148.25,35,12
148.3,35,9
148.35,35,4
148.4,35,1
148.45,34,0
148.5,34,-1
148.55,31,-4
148.6,30,-7
148.65,27,-6
148.7,26,-7
148.75,22,-5
148.8,19,-2
148.85,18,-1
148.9,17,2
148.95,17,5
149,17,8
149.05,16,13
149.1,18,16
149.15,20,18
149.2,20,20
149.25,21,21
149.3,26,21
149.35,27,21
149.4,29,21
149.45,31,19
149.5,33,17
149.55,33,13
149.6,35,10
149.65,36,6
149.7,35,2
149.75,35,0
149.8,34,-1
149.85,32,-3
149.9,30,-6
149.95,28,-8
150,27,-5
150.05,24,-5
150.1,21,-2
150.15,20,-1
150.2,19,1
150.25,18,5
150.3,18,7
150.35,18,10
150.4,19,14
150.45,19,16
150.5,22,21
150.55,23,22
150.6,25,22
150.65,28,22
150.7,30,21
150.75,31,19
150.8,33,16
150.85,35,14
150.9,37,10
150.95,37,7
151,35,4
151.05,37,1
151.1,34,-1
151.15,31,-3
151.2,30,-4
151.25,29,-5
151.3,27,-5
151.35,24,-3
151.4,22,-2
151.45,20,-2
151.5,21,1
151.55,19,3
151.6,19,6
151.65,20,10
151.7,19,14
151.75,21,16
151.8,24,19
151.85,24,21
151.9,27,21
151.95,28,21
152,32,20
152.05,33,20
152.1,34,17
152.15,35,14
152.2,36,11
152.25,37,8
152.3,37,4
152.35,36,2
152.4,34,0
152.45,33,-3
152.5,31,-2
152.55,29,-6
152.6,25,-6
152.65,24,-4
152.7,24,-2
152.75,22,-1
152.8,22,1
152.85,20,3
152.9,20,6
152.95,21,7
153,21,12
153.05,23,15
153.1,23,17
153.15,27,19
153.2,27,20
153.25,29,21
153.3,33,21
153.35,35,19
153.4,34,16
153.45,36,17
153.5,36,13
153.55,38,9
153.6,37,6
153.65,35,2
153.7,35,0
153.75,34,-1
153.8,32,-2
153.85,29,-4
153.9,28,-5
153.95,25,-5
154,25,-2
154.05,21,-2
154.1,23,0
154.15,21,2
154.2,20,4
154.25,22,7
154.3,22,11
154.35,23,13
154.4,25,17
154.45,28,19
154.5,30,20
154.55,30,21
154.6,33,21
154.65,34,20
154.7,36,18
154.75,37,16
154.8,39,12
154.85,37,9
154.9,37,7
154.95,36,5
155,34,1
155.05,34,0
155.1,32,-2
155.15,31,-3
155.2,29,-4
155.25,26,-4
155.3,23,-3
155.35,23,-2
155.4,23,0
155.45,22,1
155.5,23,4
155.55,24,5
155.6,24,9
155.65,25,13
155.7,27,15
155.75,28,17
155.8,30,19
155.85,32,21
155.9,33,20
155.95,36,19
156,36,17
156.05,37,15
156.1,38,13
156.15,37,10
156.2,37,8
156.25,37,4
156.3,36,2
156.35,34,0
156.4,33,-2
156.45,30,-3
156.5,30,-3
156.55,27,-4
156.6,26,-3
156.65,25,-1
156.7,24,-1
156.75,25,1
156.8,23,3
156.85,24,6
156.9,25,9
156.95,26,11
157,29,15
157.05,29,17
157.1,32,19
157.15,33,19
157.2,35,18
157.25,36,18
157.3,39,18
157.35,37,17
157.4,38,14
157.45,38,10
157.5,38,7
157.55,37,5
157.6,34,2
157.65,35,1
157.7,32,0
157.75,32,-2
157.8,29,-3
157.85,29,-2
157.9,27,-2
157.95,25,-1
158,24,-1
158.05,25,1
158.1,25,2
158.15,25,6
158.2,28,9
158.25,28,12
158.3,29,14
158.35,31,17
158.4,32,18
158.45,35,18
158.5,35,19
158.55,37,19
158.6,39,17
158.65,38,17
158.7,38,13
158.75,40,12
158.8,39,8
158.85,37,5
158.9,37,2
158.95,35,1
159,34,0
159.05,33,-2
159.1,32,-2
159.15,29,-3
159.2,29,-4
159.25,29,-1
159.3,27,0
159.35,26,1
159.4,26,2
159.45,27,5
159.5,28,8
159.55,28,11
159.6,31,12
159.65,31,16
159.7,32,18
159.75,33,18
159.8,35,19
159.85,37,18
159.9,38,18
159.95,39,15
160,39,15
160.05,39,11
160.1,40,8
160.15,38,6
160.2,38,3
160.25,37,1
160.3,37,1
160.35,35,0
160.4,32,-2
160.45,31,-2
160.5,30,-1
160.55,30,-3
160.6,28,0
160.65,27,1
160.7,28,2
160.75,28,4
160.8,29,8
