time,with feedback,without feedback
588.5,35,8
588.55,36,6
588.6,35,6
588.65,35,7
588.7,35,7
588.75,35,6
588.8,37,7
588.85,36,7
588.9,34,6
588.95,34,6
589,35,7
589.05,34,7
589.1,35,8
589.15,36,7
589.2,35,6
589.25,35,7
589.3,35,6
589.35,36,6
589.4,35,6
589.45,34,6
589.5,36,7
589.55,36,6
589.6,35,7
589.65,35,7
589.7,35,6
589.75,35,7
589.8,36,7
589.85,35,7
589.9,36,7
589.95,35,6
590,36,7
590.05,35,7
590.1,35,6
590.15,34,7
590.2,35,6
590.25,35,6
590.3,36,6
590.35,34,6
590.4,35,7
590.45,36,6
590.5,35,6
590.55,36,7
590.6,34,7
590.65,36,7
590.7,36,8
590.75,36,7
590.8,36,7
590.85,36,8
590.9,35,7
590.95,35,6
591,35,7
591.05,35,5
591.1,36,6
591.15,35,7
591.2,34,8
591.25,35,6
591.3,36,7
591.35,36,7
591.4,35,7
591.45,35,7
591.5,35,8
591.55,35,6
591.6,36,6
591.65,36,6
591.7,35,7
591.75,34,7
591.8,37,7
591.85,36,6
591.9,36,7
591.95,35,7
592,36,8
592.05,34,8
592.1,37,7
592.15,35,6
592.2,34,7
592.25,35,6
592.3,35,7
592.35,36,7
592.4,34,7
592.45,36,8
592.5,35,8
592.55,36,7
592.6,36,7
592.65,35,7
592.7,35,7
592.75,35,6
592.8,36,6
592.85,35,7
592.9,34,7
592.95,35,7
593,36,7
593.05,36,6
593.1,35,8
593.15,36,8
593.2,36,6
593.25,36,6
593.3,34,6
593.35,36,7
593.4,35,6
593.45,35,7
593.5,35,8
593.55,35,6
593.6,34,7
593.65,35,7
593.7,35,6
593.75,36,7
593.8,35,7
593.85,35,7
593.9,36,6
593.95,36,7
594,35,7
594.05,35,6
594.1,35,8
594.15,35,7
594.2,36,7
594.25,36,6
594.3,35,8
594.35,35,6
594.4,35,6
594.45,35,6
594.5,35,6
594.55,35,6
594.6,36,6
594.65,34,8
594.7,36,7
594.75,37,8
594.8,35,6
594.85,35,7
594.9,36,6
594.95,35,7
595,35,8
595.05,36,7
595.1,35,7
595.15,36,7
595.2,36,6
595.25,35,7
595.3,36,6
595.35,34,8
595.4,35,7
595.45,35,6
595.5,36,7
595.55,35,7
595.6,36,6
595.65,34,8
595.7,35,7
595.75,35,7
595.8,35,6
595.85,35,7
595.9,34,7
595.95,36,6
596,35,7
596.05,35,8
596.1,35,7
596.15,35,8
596.2,36,6
596.25,36,7
596.3,35,7
596.35,36,6
596.4,36,7
596.45,34,6
596.5,35,6
596.55,35,7
596.6,36,8
596.65,35,7
596.7,35,6
596.75,35,7
596.8,36,7
596.85,36,6
596.9,36,7
596.95,35,7
597,35,7
597.05,35,6
597.1,35,6
597.15,36,7
597.2,35,6
597.25,35,6
597.3,35,6
597.35,37,7
597.4,34,8
597.45,36,7
597.5,36,7
597.55,36,6
597.6,36,8
597.65,35,6
597.7,36,7
597.75,35,7
597.8,36,6
597.85,35,7
597.9,36,6
597.95,36,7
598,36,8
598.05,35,7
598.1,36,6
598.15,35,8
598.2,34,8
598.25,34,7
598.3,35,7
598.35,34,8
598.4,35,6
598.45,35,6
598.5,36,7
598.55,36,7
598.6,35,8
598.65,34,6
598.7,36,6
598.75,36,7
598.8,34,7
598.85,35,7
598.9,34,7
598.95,35,7
599,36,7
599.05,36,5
599.1,36,6
599.15,35,8
599.2,36,7
599.25,35,7
599.3,36,6
599.35,35,6
599.4,35,7
599.45,34,6
599.5,35,8
599.55,35,6
599.6,35,6
599.65,35,6
599.7,35,7
599.75,35,6
599.8,35,7
599.85,34,6
599.9,34,6
599.95,36,7
600,35,8
600.05,35,7
600.1,35,7
600.15,35,7
600.2,37,7
600.25,35,7
600.3,36,6
600.35,36,7
600.4,36,6
600.45,36,7
600.5,35,7
600.55,36,7
600.6,35,7
600.65,35,7
600.7,35,8
600.75,36,7
600.8,35,7
600.85,35,6
600.9,35,6
600.95,36,6
601,35,6
601.05,35,7
601.1,35,7
601.15,34,7
601.2,35,7
601.25,36,7
601.3,34,7
601.35,35,7
601.4,35,6
601.45,35,6
601.5,35,7
601.55,35,8
601.6,35,7
601.65,35,6
601.7,36,8
601.75,35,7
601.8,36,6
601.85,36,8
601.9,35,6
601.95,35,7
602,35,7
602.05,34,6
602.1,36,7
602.15,35,8
602.2,36,6
602.25,36,7
602.3,35,7
602.35,36,7
602.4,35,8
602.45,35,6
602.5,35,7
602.55,36,8
602.6,35,7
602.65,35,6
602.7,35,6
602.75,36,7
602.8,36,6
602.85,36,7
602.9,36,7
602.95,34,7
603,35,7
603.05,36,7
603.1,36,7
603.15,36,8
603.2,35,6
603.25,35,7
603.3,35,7
603.35,35,8
603.4,35,8
603.45,34,7
603.5,36,7
603.55,34,7
603.6,35,7
603.65,36,7
603.7,35,6
603.75,35,6
603.8,35,6
603.85,35,7
603.9,36,7
603.95,36,6
604,36,6
604.05,36,7
604.1,36,7
604.15,34,7
604.2,34,7
604.25,35,7
604.3,34,6
604.35,34,7
604.4,36,8
604.45,35,6
604.5,36,6
604.55,36,7
604.6,35,6
604.65,36,6
604.7,35,7
604.75,36,6
604.8,34,8
604.85,36,8
604.9,36,6
604.95,36,6
605,35,8
605.05,36,6
605.1,36,7
605.15,35,7
605.2,36,7
605.25,36,7
605.3,35,6
605.35,35,8
605.4,34,6
605.45,35,7
605.5,35,7
605.55,35,6
605.6,35,6
605.65,35,6
605.7,35,8
605.75,36,6
605.8,35,7
605.85,35,6
605.9,36,6
605.95,34,7
606,36,7
606.05,36,7
606.1,37,7
606.15,37,8
606.2,35,6
606.25,35,7
606.3,34,7
606.35,35,6
606.4,35,7
606.45,36,6
606.5,35,7
606.55,35,8
606.6,35,7
606.65,35,6
606.7,35,7
606.75,36,6
606.8,35,7
606.85,35,7
606.9,35,7
606.95,35,8
607,36,7
607.05,36,7
607.1,35,7
607.15,36,7
607.2,35,7
607.25,35,7
607.3,35,7
607.35,35,7
607.4,35,7
607.45,35,7
607.5,36,8
607.55,36,6
607.6,36,9
607.65,36,7
607.7,35,7
607.75,37,7
607.8,36,7
607.85,34,6
607.9,36,6
607.95,34,6
608,35,6
608.05,35,6
608.1,36,7
608.15,35,7
608.2,35,8
608.25,36,7
608.3,35,7
608.35,35,7
608.4,34,7
608.45,35,7
608.5,36,7
608.55,36,7
608.6,34,6
608.65,35,7
608.7,35,7
608.75,35,6
608.8,35,7
608.85,35,6
608.9,35,8
608.95,35,7
609,35,6
609.05,36,8
609.1,36,7
609.15,36,7
609.2,35,7
609.25,35,7
609.3,35,6
609.35,36,7
609.4,37,6
609.45,36,8
609.5,36,7
609.55,37,6
609.6,36,6
609.65,34,6
609.7,35,7
609.75,37,6
609.8,35,7
609.85,35,7
609.9,35,8
609.95,35,7
610,35,7
610.05,36,7
610.1,35,8
610.15,37,6
610.2,35,7
610.25,35,6
610.3,36,7
610.35,34,7
610.4,35,7
610.45,36,8
610.5,36,6
610.55,35,7
610.6,36,7
610.65,34,6
610.7,35,8
610.75,34,7
610.8,34,7
610.85,34,7
610.9,36,6
610.95,35,7
611,37,7
611.05,36,7
611.1,35,8
611.15,36,7
611.2,35,7
611.25,34,8
611.3,35,10
611.35,36,6
611.4,35,6
611.45,35,6
611.5,34,8
611.55,36,7
611.6,35,6
611.65,36,8
611.7,35,7
611.75,35,7
611.8,37,6
611.85,36,7
611.9,35,8
611.95,35,6
612,35,6
612.05,35,7
612.1,34,8
612.15,35,6
612.2,36,7
612.25,36,7
612.3,35,6
612.35,35,7
612.4,37,7
612.45,35,7
612.5,35,8
612.55,36,8
612.6,35,7
612.65,36,6
612.7,36,7
612.75,35,7
612.8,36,7
612.85,36,7
612.9,36,8
612.95,35,8
613,36,6
613.05,35,7
613.1,35,6
613.15,35,6
613.2,35,8
613.25,35,7
613.3,36,7
613.35,36,7
613.4,36,7
613.45,36,7
613.5,35,7
613.55,34,6
613.6,36,6
613.65,35,5
613.7,35,7
613.75,37,8
613.8,36,7
613.85,35,7
613.9,35,7
613.95,35,5
614,36,7
614.05,36,8
614.1,36,7
614.15,34,7
614.2,36,7
614.25,35,8
614.3,34,7
614.35,36,8
614.4,35,6
614.45,36,7
614.5,35,7
614.55,37,7
614.6,35,6
614.65,35,6
614.7,34,8
614.75,35,7
614.8,36,6
614.85,35,7
614.9,35,7
614.95,36,8
615,35,7
615.05,35,7
615.1,35,6
615.15,36,6
615.2,36,8
615.25,35,7
615.3,36,7
615.35,35,6
615.4,35,7
615.45,36,6
615.5,37,7
615.55,35,7
615.6,35,6
615.65,36,7
615.7,35,6
615.75,36,7
615.8,36,8
615.85,35,6
615.9,36,6
615.95,35,8
616,35,6
616.05,35,7
616.1,35,6
616.15,34,5
616.2,35,7
616.25,36,7
616.3,34,7
616.35,36,8
616.4,35,8
616.45,35,6
616.5,37,7
616.55,34,7
616.6,35,7
616.65,35,8
616.7,35,7
616.75,36,7
616.8,35,6
616.85,35,7
616.9,36,6
616.95,36,6
617,35,6
617.05,36,6
617.1,35,8
617.15,36,7
617.2,35,8
617.25,36,8
617.3,34,6
617.35,36,8
617.4,35,7
617.45,35,7
617.5,36,7
617.55,35,6
617.6,35,6
617.65,36,7
617.7,35,6
617.75,36,7
617.8,36,6
617.85,35,7
617.9,36,7
617.95,35,7
618,35,7
618.05,36,6
618.1,35,7
618.15,35,7
618.2,35,6
618.25,35,7
618.3,36,7
618.35,33,7
618.4,35,6
618.45,36,7
618.5,35,7
618.55,36,6
618.6,36,6
618.65,36,6
618.7,36,7
618.75,35,6
618.8,35,7
618.85,34,8
618.9,36,7
618.95,35,6
619,35,6
619.05,35,7
619.1,36,7
619.15,35,6
619.2,34,7
619.25,36,6
619.3,34,6
619.35,36,6
619.4,35,6
619.45,36,7
619.5,37,7
619.55,34,7
619.6,34,6
619.65,34,6
619.7,35,8
619.75,35,7
619.8,36,8
619.85,34,6
619.9,35,7
619.95,36,6
620,35,7
620.05,37,7
620.1,36,7
620.15,35,7
620.2,35,7
620.25,37,7
620.3,35,6
620.35,35,7
620.4,35,7
620.45,36,6
620.5,35,6
620.55,36,6
620.6,35,7
620.65,36,7
620.7,36,7
620.75,35,8
620.8,34,7
620.85,34,7
620.9,35,8
620.95,35,8
621,36,7
621.05,35,7
621.1,35,7
621.15,36,7
621.2,36,6
621.25,36,7
621.3,36,6
621.35,36,8
621.4,35,7
621.45,35,6
621.5,36,7
621.55,36,7
621.6,35,7
621.65,35,6
621.7,35,6
621.75,35,6
621.8,35,8
621.85,35,6
621.9,35,6
621.95,35,7
622,36,7
622.05,35,7
622.1,35,7
622.15,36,6
622.2,35,7
622.25,35,6
622.3,36,7
622.35,35,7
622.4,36,6
622.45,36,7
622.5,35,7
622.55,34,7
622.6,35,7
622.65,36,6
622.7,36,6
622.75,36,8
622.8,36,7
622.85,34,6
622.9,36,7
622.95,34,7
623,36,7
623.05,35,7
623.1,36,7
623.15,35,6
623.2,36,8
623.25,35,6
623.3,35,7
623.35,34,7
623.4,35,7
623.45,35,8
623.5,35,6
623.55,35,6
623.6,35,7
623.65,36,7
623.7,36,7
623.75,35,7
623.8,35,6
623.85,35,7
623.9,35,8
623.95,35,8
624,36,7
624.05,36,6
624.1,35,6
624.15,36,7
624.2,35,7
624.25,36,7
624.3,36,7
624.35,34,7
624.4,34,7
624.45,35,7
624.5,35,6
624.55,34,7
624.6,35,6
624.65,36,6
624.7,35,8
624.75,34,7
624.8,34,7
624.85,34,7
624.9,35,7
624.95,35,7
625,36,7
625.05,35,7
625.1,36,7
625.15,36,6
625.2,35,7
625.25,36,6
625.3,35,8
625.35,35,8
625.4,35,7
625.45,35,7
625.5,36,8
625.55,36,6
625.6,35,6
625.65,35,7
625.7,34,6
625.75,35,7
625.8,35,6
625.85,35,6
625.9,35,7
625.95,35,8
626,36,6
626.05,36,6
626.1,35,7
626.15,36,7
626.2,36,6
626.25,35,8
626.3,35,7
626.35,35,6
626.4,36,7
626.45,36,8
626.5,36,5
626.55,36,7
626.6,36,6
626.65,36,6
626.7,35,6
626.75,35,7
626.8,35,7
626.85,36,6
626.9,36,8
626.95,34,6
627,34,7
627.05,36,7
627.1,35,8
627.15,35,6
627.2,35,8
627.25,35,7
627.3,34,7
627.35,37,8
627.4,36,7
627.45,36,7
627.5,35,7
627.55,35,7
627.6,36,7
627.65,34,7
627.7,34,7
627.75,36,8
627.8,35,6
627.85,35,7
627.9,35,7
627.95,35,6
628,34,7
628.05,35,7
628.1,35,7
628.15,35,8
628.2,36,7
628.25,35,7
628.3,34,7
628.35,35,7
628.4,36,7
628.45,36,8
628.5,36,7
628.55,36,8
628.6,35,7
628.65,35,6
628.7,35,7
628.75,36,7
628.8,35,7
628.85,35,7
628.9,34,7
628.95,35,6
629,36,8
629.05,36,6
629.1,36,7
629.15,34,5
629.2,36,5
629.25,36,7
629.3,35,7
629.35,36,7
629.4,35,7
629.45,35,7
629.5,36,7
629.55,35,7
629.6,34,7
629.65,36,7
629.7,35,6
629.75,35,6
629.8,35,7
629.85,36,8
629.9,35,8
629.95,35,6
630,35,6
630.05,37,6
630.1,36,6
630.15,36,7
630.2,35,6
630.25,34,7
630.3,35,7
630.35,36,6
630.4,36,7
630.45,35,6
630.5,36,8
630.55,35,7
630.6,35,7
630.65,35,7
630.7,35,6
630.75,35,8
630.8,35,6
630.85,35,7
630.9,35,7
630.95,35,8
631,35,6
631.05,35,6
631.1,35,6
631.15,34,7
631.2,36,7
631.25,36,7
631.3,36,8
631.35,34,8
631.4,36,7
631.45,35,7
631.5,36,8
631.55,37,6
631.6,36,8
631.65,35,8
631.7,35,7
631.75,35,8
631.8,36,7
631.85,34,7
631.9,35,7
631.95,35,7
632,36,8
632.05,35,7
632.1,35,7
632.15,36,5
632.2,35,8
632.25,36,7
632.3,36,8
632.35,35,7
632.4,36,6
632.45,35,6
632.5,35,6
632.55,35,6
632.6,35,7
632.65,35,7
632.7,36,7
632.75,35,7
632.8,35,7
632.85,36,7
632.9,36,6
632.95,34,7
633,36,7
633.05,36,7
633.1,35,6
633.15,35,6
633.2,36,8
633.25,36,6
633.3,36,6
633.35,34,8
633.4,36,7
633.45,35,7
633.5,36,7
633.55,36,8
633.6,37,6
633.65,35,7
633.7,35,7
633.75,34,8
633.8,35,8
633.85,35,7
633.9,35,7
633.95,36,8
634,36,6
634.05,37,7
634.1,35,7
634.15,35,6
634.2,36,6
634.25,36,9
634.3,35,5
634.35,35,7
634.4,35,7
634.45,35,7
634.5,35,8
634.55,34,7
634.6,36,7
634.65,35,5
634.7,35,7
634.75,34,7
634.8,35,6
634.85,35,7
634.9,36,7
634.95,36,7
635,36,6
635.05,35,6
635.1,35,8
635.15,36,7
635.2,35,7
635.25,35,7
635.3,35,7
635.35,36,6
635.4,36,7
635.45,36,7
635.5,36,7
635.55,36,7
635.6,36,6
635.65,36,6
635.7,34,6
635.75,35,7
635.8,36,7
635.85,36,7
635.9,36,7
635.95,35,7
636,36,8
636.05,34,6
636.1,35,7
636.15,36,6
636.2,36,6
636.25,36,6
636.3,34,7
636.35,35,7
636.4,35,7
636.45,35,7
636.5,37,6
636.55,34,6
636.6,35,6
636.65,36,8
636.7,35,6
636.75,35,6
636.8,36,5
636.85,36,8
636.9,35,7
636.95,35,8
637,35,6
637.05,35,6
637.1,37,7
637.15,35,7
637.2,36,7
637.25,36,6
637.3,35,7
637.35,36,6
637.4,35,6
637.45,35,7
637.5,36,7
637.55,36,7
637.6,35,7
637.65,36,7
637.7,36,7
637.75,36,7
637.8,36,7
637.85,35,6
637.9,35,7
637.95,36,7
638,36,6
638.05,34,6
638.1,35,8
638.15,35,7
638.2,36,8
638.25,36,6
638.3,35,7
638.35,35,7
638.4,35,7
638.45,36,7
638.5,36,7
638.55,34,7
638.6,35,7
638.65,36,6
638.7,35,7
638.75,35,6
638.8,36,7
638.85,36,7
638.9,35,7
638.95,35,7
639,36,7
639.05,36,6
639.1,35,7
639.15,36,7
639.2,34,7
639.25,34,7
639.3,35,7
639.35,35,7
639.4,34,6
639.45,34,7
639.5,35,7
639.55,35,8
639.6,35,7
639.65,36,7
639.7,35,9
639.75,35,8
639.8,35,8
639.85,36,6
639.9,36,7
639.95,36,6
640,36,7
640.05,35,7
640.1,34,6
640.15,34,7
640.2,35,7
640.25,35,6
640.3,35,8
640.35,35,7
640.4,35,6
640.45,36,7
640.5,36,7
640.55,36,7
640.6,35,8
640.65,35,6
640.7,36,7
640.75,36,6
640.8,36,8
640.85,36,7
640.9,36,7
640.95,36,7
641,36,7
641.05,36,8
641.1,36,7
641.15,35,8
641.2,36,6
641.25,36,7
641.3,34,6
641.35,35,7
641.4,35,7
641.45,37,6
641.5,35,6
641.55,35,8
641.6,34,7
641.65,36,7
641.7,34,8
641.75,35,7
641.8,34,5
641.85,35,7
641.9,36,5
641.95,35,7
642,35,7
642.05,36,7
642.1,36,6
642.15,37,8
642.2,35,7
642.25,35,6
642.3,34,7
642.35,35,7
642.4,35,7
642.45,35,6
642.5,36,7
642.55,35,7
642.6,36,6
642.65,34,7
642.7,36,7
642.75,36,6
642.8,36,7
642.85,35,7
642.9,36,6
642.95,35,7
643,36,7
643.05,36,6
643.1,36,7
643.15,36,7
643.2,34,6
643.25,35,7
643.3,35,7
643.35,35,7
643.4,35,7
643.45,35,7
643.5,35,7
643.55,36,7
643.6,36,7
643.65,36,7
643.7,35,7
643.75,35,7
643.8,34,7
643.85,36,7
643.9,35,7
643.95,35,7
644,35,7
644.05,36,6
644.1,36,7
644.15,35,7
644.2,35,7
644.25,35,6
644.3,35,7
644.35,36,7
644.4,35,8
644.45,35,7
644.5,36,8
644.55,36,6
644.6,35,6
644.65,36,7
644.7,34,7
644.75,34,7
644.8,35,8
644.85,35,8
644.9,35,5
644.95,36,7
645,36,6
645.05,36,6
645.1,35,6
645.15,36,8
645.2,36,6
645.25,36,7
645.3,35,6
645.35,35,6
645.4,36,6
645.45,36,7
645.5,35,7
645.55,35,7
645.6,36,7
645.65,35,6
645.7,36,8
645.75,35,8
645.8,34,7
645.85,35,7
645.9,35,7
645.95,35,8
646,36,7
646.05,34,7
646.1,36,6
646.15,36,7
646.2,35,7
646.25,35,7
646.3,35,8
646.35,35,7
646.4,35,7
646.45,36,8
646.5,35,7
646.55,35,7
646.6,36,6
646.65,35,7
646.7,36,7
646.75,35,7
646.8,36,7
646.85,36,8
646.9,35,7
646.95,36,7
647,35,6
647.05,35,6
647.1,34,7
647.15,36,7
647.2,35,7
647.25,36,8
647.3,35,7
647.35,35,6
647.4,36,7
647.45,35,7
647.5,35,8
647.55,37,8
647.6,36,7
647.65,35,8
647.7,36,6
647.75,35,6
647.8,35,6
647.85,34,6
647.9,35,5
647.95,36,7
648,35,8
648.05,34,7
648.1,35,7
648.15,35,7
648.2,35,7
648.25,35,7
648.3,37,7
648.35,36,7
648.4,36,8
648.45,35,6
648.5,36,7
648.55,36,8
648.6,36,7
648.65,35,6
648.7,34,8
648.75,35,6
648.8,36,7
648.85,36,7
648.9,36,8
648.95,34,7
649,35,7
649.05,36,8
649.1,36,7
649.15,35,6
649.2,35,6
649.25,35,6
649.3,36,6
649.35,37,6
649.4,34,7
649.45,36,6
649.5,36,7
649.55,35,7
649.6,34,7
649.65,36,7
649.7,34,7
649.75,36,7
649.8,35,7
649.85,35,7
649.9,35,6
649.95,35,7
650,35,7
650.05,35,7
650.1,35,7
650.15,35,7
650.2,34,7
650.25,35,7
650.3,36,6
650.35,36,5
650.4,35,7
650.45,36,7
650.5,35,8
650.55,34,6
650.6,35,6
650.65,35,7
650.7,36,7
650.75,35,7
650.8,35,7
650.85,36,6
650.9,36,7
650.95,36,7
651,34,7
651.05,35,7
651.1,36,8
651.15,35,7
651.2,34,7
651.25,36,7
651.3,36,8
651.35,35,6
651.4,37,8
651.45,36,7
651.5,35,7
651.55,35,6
651.6,35,8
651.65,36,7
651.7,34,7
651.75,35,6
651.8,36,8
651.85,35,7
651.9,34,6
651.95,35,7
652,36,6
652.05,35,6
652.1,35,7
652.15,35,8
652.2,34,7
652.25,36,7
652.3,36,7
652.35,36,8
652.4,34,7
652.45,35,8
652.5,35,7
652.55,35,7
652.6,35,6
652.65,35,6
652.7,36,6
652.75,36,7
652.8,35,6
652.85,35,8
652.9,35,7
652.95,35,7
653,36,8
653.05,35,6
653.1,36,7
653.15,34,8
653.2,35,7
653.25,35,7
653.3,35,7
653.35,35,7
653.4,36,6
653.45,35,7
653.5,36,7
653.55,35,7
653.6,36,7
653.65,36,6
653.7,35,7
653.75,35,7
653.8,36,6
653.85,35,7
653.9,35,6
653.95,35,6
654,35,6
654.05,35,8
654.1,35,7
654.15,36,7
654.2,36,7
654.25,35,8
654.3,35,7
654.35,36,8
654.4,36,6
654.45,36,7
654.5,35,7
654.55,36,7
654.6,35,7
654.65,36,7
654.7,36,7
654.75,35,6
654.8,36,8
654.85,35,7
654.9,35,8
654.95,35,8
655,35,8
655.05,36,6
655.1,36,7
655.15,36,6
655.2,35,8
655.25,34,6
655.3,35,6
655.35,36,8
655.4,36,7
655.45,37,7
655.5,34,6
655.55,34,7
655.6,35,6
655.65,36,8
655.7,34,7
655.75,36,7
655.8,35,8
655.85,35,7
655.9,35,6
655.95,36,6
656,35,7
656.05,34,6
656.1,34,7
656.15,36,6
656.2,35,7
656.25,35,6
656.3,35,8
656.35,37,6
656.4,36,6
656.45,35,7
656.5,36,8
656.55,35,7
656.6,35,6
656.65,36,6
656.7,34,6
656.75,37,7
656.8,35,8
656.85,35,6
656.9,35,7
656.95,36,6
657,35,8
657.05,35,6
657.1,34,7
657.15,36,7
657.2,35,7
657.25,36,7
657.3,35,7
657.35,35,7
657.4,35,6
657.45,35,8
657.5,36,7
657.55,36,6
657.6,35,7
657.65,35,6
657.7,35,7
657.75,36,7
657.8,36,7
657.85,35,7
657.9,35,6
657.95,35,8
658,36,8
658.05,35,6
658.1,36,6
658.15,36,7
658.2,35,8
658.25,35,7
658.3,35,7
658.35,35,7
658.4,37,6
658.45,35,7
658.5,35,7
658.55,37,7
658.6,35,7
658.65,35,7
658.7,35,7
658.75,35,6
658.8,36,7
658.85,36,7
658.9,36,6
658.95,36,7
659,35,6
659.05,34,6
659.1,35,8
659.15,35,7
659.2,36,6
659.25,35,7
659.3,35,6
659.35,35,7
659.4,36,7
659.45,36,6
659.5,35,8
659.55,35,7
659.6,34,7
659.65,36,6
659.7,35,7
659.75,35,6
659.8,35,6
659.85,36,7
659.9,35,7
659.95,36,8
660,36,7
660.05,36,7
660.1,35,8
660.15,35,7
660.2,35,6
660.25,35,7
660.3,35,7
660.35,35,6
660.4,36,7
660.45,35,7
660.5,35,8
660.55,35,7
660.6,35,8
660.65,36,7
660.7,35,7
660.75,36,6
660.8,36,7
660.85,34,6
660.9,36,6
660.95,35,6
661,35,7
661.05,35,7
661.1,35,6
661.15,36,6
661.2,36,6
661.25,36,7
661.3,35,6
661.35,35,7
661.4,36,7
661.45,36,6
661.5,36,6
661.55,36,7
661.6,35,7
661.65,36,6
661.7,35,6
661.75,35,7
661.8,36,7
661.85,36,7
661.9,35,7
661.95,35,7
662,36,7
662.05,34,7
662.1,35,8
662.15,36,7
662.2,36,7
662.25,36,8
662.3,36,7
662.35,35,6
662.4,36,6
662.45,35,7
662.5,35,8
662.55,36,8
662.6,35,8
662.65,36,8
662.7,36,6
662.75,36,6
662.8,36,7
662.85,35,7
662.9,35,7
662.95,36,7
663,34,6
663.05,36,8
663.1,36,7
663.15,36,7
663.2,36,7
663.25,35,7
663.3,35,6
663.35,36,7
663.4,35,7
663.45,36,7
663.5,35,6
663.55,35,6
663.6,36,7
663.65,36,7
663.7,35,6
663.75,35,7
663.8,35,6
663.85,35,8
663.9,36,6
663.95,36,6
664,36,7
664.05,35,7
664.1,35,8
664.15,36,6
664.2,35,7
664.25,35,7
664.3,36,6
664.35,35,6
664.4,37,7
664.45,36,7
664.5,36,7
664.55,37,6
664.6,35,7
664.65,36,8
664.7,36,7
664.75,36,7
664.8,35,6
664.85,36,7
664.9,35,7
664.95,35,6
665,36,7
665.05,35,8
665.1,36,7
665.15,35,7
665.2,35,7
665.25,35,7
665.3,35,7
665.35,36,6
665.4,35,8
665.45,36,7
665.5,34,6
665.55,35,6
665.6,35,7
665.65,35,8
665.7,35,7
665.75,35,8
665.8,35,6
665.85,34,5
665.9,35,7
665.95,34,7
666,36,6
666.05,34,7
666.1,36,7
666.15,36,6
666.2,36,7
666.25,37,6
666.3,36,7
666.35,36,7
666.4,36,6
666.45,35,7
666.5,36,7
666.55,36,7
666.6,35,8
666.65,35,6
666.7,35,7
666.75,35,7
666.8,35,7
666.85,35,8
666.9,35,6
666.95,35,8
667,36,6
667.05,35,7
667.1,35,7
667.15,35,7
667.2,36,7
667.25,36,8
667.3,35,8
667.35,35,7
667.4,36,8
667.45,35,8
667.5,35,7
667.55,35,7
667.6,35,6
667.65,35,7
667.7,36,6
667.75,35,7
667.8,35,7
667.85,34,7
667.9,35,7
667.95,34,7
668,36,8
668.05,35,6
668.1,35,7
668.15,35,7
668.2,37,7
668.25,36,7
668.3,35,7
668.35,34,7
668.4,36,6
668.45,35,8
668.5,36,6
668.55,36,5
668.6,36,6
668.65,35,7
668.7,35,7
668.75,35,7
668.8,35,8
668.85,36,7
668.9,35,7
668.95,36,7
669,35,6
669.05,36,7
669.1,35,6
669.15,35,6
669.2,35,6
669.25,36,6
669.3,35,7
669.35,35,7
669.4,35,7
669.45,37,6
669.5,36,7
669.55,34,6
669.6,35,6
669.65,36,7
669.7,36,7
669.75,35,7
669.8,35,8
669.85,36,7
669.9,35,7
669.95,36,7
670,35,7
670.05,36,7
670.1,36,6
670.15,37,7
670.2,36,7
670.25,36,6
670.3,35,7
670.35,36,7
670.4,35,8
670.45,36,7
670.5,34,7
670.55,34,8
670.6,35,7
670.65,35,6
670.7,36,7
670.75,35,8
670.8,34,6
670.85,36,7
670.9,35,6
670.95,34,8
671,36,6
671.05,35,7
671.1,35,5
671.15,35,7
671.2,35,7
671.25,36,6
671.3,36,6
671.35,36,6
671.4,36,6
671.45,35,7
671.5,35,7
671.55,35,7
671.6,36,6
671.65,36,6
671.7,36,7
671.75,35,8
671.8,37,7
671.85,36,7
671.9,36,7
671.95,35,6
672,36,6
672.05,36,8
672.1,36,6
672.15,35,7
672.2,35,7
672.25,36,8
672.3,36,6
672.35,36,6
672.4,35,7
672.45,35,7
672.5,36,6
672.55,35,6
672.6,34,7
672.65,36,6
672.7,35,8
672.75,35,7
672.8,36,8
672.85,34,6
672.9,35,6
672.95,36,7
673,36,6
673.05,36,6
673.1,35,7
673.15,36,7
673.2,34,8
673.25,36,7
673.3,34,6
673.35,35,7
673.4,36,7
673.45,35,7
673.5,36,7
673.55,36,8
673.6,36,7
673.65,34,7
673.7,35,7
673.75,35,7
673.8,34,7
673.85,35,7
673.9,37,7
673.95,36,6
674,35,7
674.05,35,6
674.1,35,6
674.15,36,7
674.2,35,6
674.25,36,7
674.3,35,6
674.35,37,6
674.4,35,8
674.45,35,7
674.5,35,6
674.55,35,7
674.6,35,7
674.65,36,7
674.7,35,6
674.75,35,7
674.8,35,6
674.85,35,6
674.9,36,7
674.95,35,6
675,35,7
675.05,35,6
675.1,36,7
675.15,35,7
675.2,35,7
675.25,35,6
675.3,35,7
675.35,36,7
675.4,35,7
675.45,36,8
675.5,35,8
675.55,36,7
675.6,35,7
675.65,35,8
675.7,35,7
675.75,34,8
675.8,36,8
675.85,35,6
675.9,36,6
675.95,36,6
676,36,7
676.05,35,7
676.1,35,7
676.15,36,7
676.2,35,7
676.25,35,6
676.3,36,7
676.35,35,6
676.4,35,8
676.45,35,7
676.5,36,7
676.55,35,7
676.6,34,7
676.65,35,5
676.7,35,7
676.75,36,7
676.8,35,7
676.85,36,7
676.9,35,7
676.95,36,7
